nom,prenom,sexe,age,code_postal,situation_matrimoniale,profession,secteur_dactivite,date_deffet_souhaitee,accepted_by_sales
Maillard,Bernard,H,35,75020,Divorcé(e),Etudiant(e),Télécommunications,21/09/2022,0
Bourgeois,René,H,67,22210,Marié(e) avec enfant,Etudiant(e),Numérique (Atlas),14/10/2022,0
Germain,Bernard,H,34,39230,Marié(e) sans enfant,Retraité(e),Propreté,20/09/2022,0
Maillard,Claude,H,31,37290,Célibataire,Enseignant(e),"Fabrication, maintenance et réparation (artisanat)",02/10/2022,0
Girard,Roger,H,68,56540,Pacsé(e),Salarié(e) non-cadre,Grands magasins et magasins populaires,11/10/2022,0
Marchand,Bernard,H,70,49220,Pacsé(e),Enseignant(e),Propreté,19/09/2022,0
Leclercq,Henri,H,46,63200,Pacsé(e),Commerçant(e),Alimentaire (la filière),30/09/2022,0
Duval,Marcel,H,55,75020,Marié(e) sans enfant,Etudiant(e),Fédération des industries nautiques,23/09/2022,0
Carre,Paul,H,51,39110,Marié(e) sans enfant,Sans profession,Commerce interentreprises,21/09/2022,0
Duval,Claude,H,34,43200,Marié(e) avec enfant,Recherche d'emploi,"Fabrication, maintenance et réparation (artisanat)",19/09/2022,0
Mallet,Georges,H,35,74140,Marié(e) sans enfant,Agriculteur(trice),Art (artisanat),20/09/2022,0
Riviere,Marcel,H,67,71260,Divorcé(e),Enseignant(e),Commerce interentreprises,19/09/2022,0
Dumas,Marcel,H,40,23000,Divorcé(e),Artisan,Presse,01/10/2022,0
Bouvier,Louis,H,18,76190,Célibataire,Commerçant(e),Etudes et conseil,28/09/2022,0
Roy,Robert,H,22,54620,Marié(e) sans enfant,Fonctionnaire hospitalier,"Fabrication, maintenance et réparation (artisanat)",21/09/2022,0
Olivier,Claude,H,19,32120,Pacsé(e),Recherche d'emploi,Papiers et cartons (industries),27/09/2022,0
Morel,Nicolas,H,64,36110,Pacsé(e),Salarié(e) cadre,Régies de quartier,12/10/2022,0
Perez,Henri,H,60,40180,Veuf(ve),Salarié(e) cadre,Numérique (Atlas),07/10/2022,0
Gaillard,Louis,H,69,33570,Marié(e) avec enfant,Recherche d'emploi,Agriculture,30/09/2022,0
Philippe,Louis,H,60,38110,Célibataire,Salarié(e) non-cadre,Papiers et cartons (industries),17/10/2022,0
Legrand,Nicolas,H,24,43380,Marié(e) avec enfant,Salarié(e) cadre,Propreté,20/09/2022,0
Michel,Roger,H,56,49080,Veuf(ve),Salarié(e) cadre,Offices Publics de l’Habitat,18/09/2022,0
Noel,Michel,H,20,32170,Marié(e) sans enfant,Enseignant(e),"Fabrication, maintenance et réparation (artisanat)",23/09/2022,0
Lemaire,Georges,H,36,73170,Pacsé(e),Commerçant(e),Alimentaire (la filière),19/09/2022,0
Cordier,Bernard,H,62,62124,Pacsé(e),Fonctionnaire d'état,Art (artisanat),16/10/2022,0
Clement,Michel,H,49,49490,Célibataire,Chef(fe) d'entreprise,Presse,22/09/2022,0
Clement,Pierre,H,34,75020,Célibataire,Agriculteur(trice),Evénement,15/10/2022,0
Roy,Michel,H,35,55300,Marié(e) sans enfant,Profession libérale,Bâtiment,06/10/2022,0
Klein,Michel,H,20,51530,Divorcé(e),Recherche d'emploi,Services (artisanat),17/09/2022,0
Tessier,Pierre,H,69,50400,Célibataire,Agriculteur(trice),Commerce à distance et e-commerce,10/10/2022,0
Roussel,Nicolas,H,47,51420,Marié(e) avec enfant,Fonctionnaire hospitalier,Chimie (industrie),29/09/2022,0
Fontaine,Christian,H,21,20240,Pacsé(e),Sans profession,Travaux publics,11/10/2022,0
Lecomte,Claude,H,40,68440,Veuf(ve),Fonctionnaire territorial,Services (artisanat),30/09/2022,0
Bonnet,Daniel,H,62,61220,Marié(e) sans enfant,Fonctionnaire d'état,Evénement,17/10/2022,0
Poulain,Marcel,H,36,56190,Veuf(ve),Chef(fe) d'entreprise,Papiers et cartons (industries),27/09/2022,0
Daniel,Marcel,H,48,71260,Marié(e) avec enfant,Salarié(e) cadre,Papiers et cartons (industries),03/10/2022,0
Noel,Paul,H,35,43380,Marié(e) sans enfant,Fonctionnaire hospitalier,Télécommunications,07/10/2022,0
Benoit,Daniel,H,65,51530,Veuf(ve),Retraité(e),Art (artisanat),17/10/2022,0
Jean,Christian,H,65,67130,Veuf(ve),Sans profession,Grands magasins et magasins populaires,04/10/2022,0
Guillot,Christian,H,63,24200,Célibataire,Artisan,Numérique (Atlas),03/10/2022,0
Leroy,Jean,H,23,34130,Marié(e) sans enfant,Commerçant(e),Télécommunications,13/10/2022,0
Perrot,Alain,H,64,55300,Divorcé(e),Fonctionnaire d'état,Hôtellerie - Restauration,17/09/2022,0
Poulain,Bernard,H,61,43200,Marié(e) sans enfant,Retraité(e),Commerces de détail non alimentaires,13/10/2022,0
Leger,René,H,44,65150,Pacsé(e),Recherche d'emploi,Production et services (artisanat),29/09/2022,0
Leclerc,Marcel,H,63,34280,Marié(e) avec enfant,Chef(fe) d'entreprise,Ingénierie (Atlas),13/10/2022,0
Perez,Bernard,H,55,63330,Marié(e) avec enfant,Artisan,Grands magasins et magasins populaires,10/10/2022,0
Olivier,Paul,H,42,56400,Veuf(ve),Commerçant(e),Numérique (Atlas),27/09/2022,0
Richard,Henri,H,23,43200,Célibataire,Fonctionnaire hospitalier,Alimentaire (la filière),05/10/2022,0
Andre,Roger,H,55,39230,Marié(e) avec enfant,Salarié(e) non-cadre,Numérique (Atlas),19/09/2022,0
Payet,Michel,H,20,22350,Divorcé(e),Fonctionnaire hospitalier,Armée de terre,22/09/2022,0
Laurent,André,H,57,61210,Pacsé(e),Fonctionnaire hospitalier,Edition,05/10/2022,0
Jacquet,Claude,H,68,57190,Pacsé(e),Agriculteur(trice),Services (artisanat),03/10/2022,0
Caron,Louis,H,48,32140,Marié(e) avec enfant,Salarié(e) cadre,Commerce à distance et e-commerce,25/09/2022,0
Dumas,Michel,H,58,37290,Divorcé(e),Fonctionnaire territorial,Production et services (artisanat),03/10/2022,0
Garcia,Georges,H,29,42220,Divorcé(e),Profession libérale,Presse,11/10/2022,0
Leger,Daniel,H,58,20240,Marié(e) avec enfant,Enseignant(e),Commerce interentreprises,14/10/2022,0
Leroy,Michel,H,18,36120,Pacsé(e),Enseignant(e),Hôtellerie - Restauration,15/10/2022,0
Bailly,Christian,H,46,54260,Marié(e) sans enfant,Fonctionnaire territorial,Numérique (Atlas),27/09/2022,0
Moreau,Daniel,H,25,41600,Célibataire,Recherche d'emploi,Ameublement,17/10/2022,0
Simon,Pierre,H,44,20240,Pacsé(e),Profession libérale,Matériaux pour la construction et l’industrie,20/09/2022,0
Poulain,Nicolas,H,50,76190,Célibataire,Salarié(e) cadre,Commerce interentreprises,30/09/2022,0
Vincent,Christian,H,55,39570,Célibataire,Artisan,Médicament (Les entreprises du),20/09/2022,0
Boulanger,Robert,H,55,72320,Veuf(ve),Recherche d'emploi,Retraite complémentaire et prévoyance,07/10/2022,0
Collet,Michel,H,66,64310,Veuf(ve),Artisan,Ameublement,21/09/2022,0
Gautier,Alain,H,37,38300,Marié(e) avec enfant,Etudiant(e),Ameublement,17/10/2022,0
Deschamps,André,H,45,22210,Pacsé(e),Enseignant(e),Assurance,15/10/2022,0
Benoit,Nicolas,H,59,20240,Marié(e) avec enfant,Salarié(e) non-cadre,Transport et logistique,20/09/2022,0
Cousin,Jacques,H,42,73310,Divorcé(e),Profession libérale,Art (artisanat),10/10/2022,0
Boyer,Robert,H,37,59494,Marié(e) avec enfant,Fonctionnaire territorial,Santé,06/10/2022,0
Carlier,Paul,H,21,32140,Veuf(ve),Salarié(e) cadre,Automobile - Services,05/10/2022,0
Chevallier,René,H,53,37290,Divorcé(e),Agriculteur(trice),Magasins d’habillement,10/10/2022,0
Pichon,René,H,34,47370,Pacsé(e),Salarié(e) cadre,Transport et logistique,13/10/2022,0
Arnaud,Roger,H,20,65100,Marié(e) sans enfant,Etudiant(e),Mutualité,04/10/2022,0
Marchal,Michel,H,53,57480,Marié(e) avec enfant,Profession libérale,Retraite complémentaire et prévoyance,22/09/2022,0
Bailly,Daniel,H,46,44160,Divorcé(e),Etudiant(e),Offices Publics de l’Habitat,02/10/2022,0
Perrot,Philippe,H,38,40180,Veuf(ve),Enseignant(e),Régies de quartier,28/09/2022,0
Barbier,Robert,H,43,52130,Célibataire,Fonctionnaire d'état,Evénement,25/09/2022,0
Brunet,Alain,H,52,35131,Divorcé(e),Salarié(e) non-cadre,Matériaux pour la construction et l’industrie,01/10/2022,0
Dupuis,Christian,H,28,38300,Célibataire,Fonctionnaire hospitalier,Propreté,11/10/2022,0
Lacroix,Nicolas,H,62,45300,Divorcé(e),Agriculteur(trice),Bâtiment,18/09/2022,0
Pierre,Daniel,H,18,39570,Pacsé(e),Artisan,Armée de terre,27/09/2022,0
Lacroix,Claude,H,51,47370,Marié(e) avec enfant,Recherche d'emploi,Télécommunications,13/10/2022,0
Mallet,André,H,19,66220,Marié(e) avec enfant,Artisan,Ingénierie (Atlas),01/10/2022,0
Vidal,Jean,H,41,32140,Divorcé(e),Sans profession,Commerce interentreprises,04/10/2022,0
Jacob,Nicolas,H,54,66490,Veuf(ve),Sans profession,Banque,11/10/2022,0
Martinez,Paul,H,37,51110,Pacsé(e),Fonctionnaire d'état,Agriculture,04/10/2022,0
Barre,Alain,H,31,63330,Veuf(ve),Commerçant(e),Commerce interentreprises,21/09/2022,0
Carpentier,Louis,H,21,63320,Pacsé(e),Chef(fe) d'entreprise,Bâtiment (artisanat),20/09/2022,0
Francois,Christian,H,57,67270,Veuf(ve),Etudiant(e),Santé,18/09/2022,0
Olivier,René,H,66,63340,Célibataire,Sans profession,Plasturgie,24/09/2022,0
Hoarau,Georges,H,38,53600,Marié(e) avec enfant,Sans profession,Armée de terre,12/10/2022,0
Da Silva,René,H,53,77130,Divorcé(e),Sans profession,Services (artisanat),27/09/2022,0
Cordier,Marcel,H,59,38470,Pacsé(e),Agriculteur(trice),"Fabrication, maintenance et réparation (artisanat)",20/09/2022,0
Laporte,Roger,H,67,25170,Pacsé(e),Chef(fe) d'entreprise,Industrie : la Fabrique de l’avenir,12/10/2022,0
Le Roux,Philippe,H,18,20240,Marié(e) avec enfant,Fonctionnaire territorial,Retraite complémentaire et prévoyance,30/09/2022,0
Rousseau,Henri,H,48,46090,Marié(e) avec enfant,Retraité(e),Matériaux pour la construction et l’industrie,02/10/2022,0
Fournier,Paul,H,69,42430,Célibataire,Recherche d'emploi,"Economie sociale, habitat social et protection sociale",02/10/2022,0
Payet,Paul,H,55,68420,Veuf(ve),Fonctionnaire territorial,Assurance,06/10/2022,0
Pierre,Pierre,H,36,72150,Pacsé(e),Salarié(e) non-cadre,Plasturgie,13/10/2022,0
Tessier,Christian,H,43,20240,Pacsé(e),Sans profession,Chimie (industrie),15/10/2022,0
Colin,Claude,H,68,58420,Divorcé(e),Profession libérale,Magasins d’habillement,28/09/2022,0
Baron,Philippe,H,39,38410,Pacsé(e),Retraité(e),Industrie : la Fabrique de l’avenir,09/10/2022,0
Collin,Marcel,H,61,30230,Divorcé(e),Sans profession,Presse,01/10/2022,0
Rodriguez,Roger,H,59,32140,Pacsé(e),Fonctionnaire hospitalier,Ingénierie (Atlas),14/10/2022,0
Mercier,Bernard,H,41,64450,Marié(e) sans enfant,Agriculteur(trice),Alimentaire (la filière),03/10/2022,0
Dupont,Claude,H,40,63200,Marié(e) sans enfant,Salarié(e) non-cadre,Edition,16/10/2022,0
Brunet,Christian,H,68,35131,Marié(e) avec enfant,Profession libérale,"Fabrication, maintenance et réparation (artisanat)",26/09/2022,0
Mercier,Christian,H,41,41600,Divorcé(e),Retraité(e),Numérique (Atlas),05/10/2022,0
Menard,Jean,H,33,52110,Marié(e) sans enfant,Fonctionnaire territorial,Evénement,11/10/2022,0
Mathieu,Daniel,H,22,65150,Marié(e) avec enfant,Salarié(e) non-cadre,Art (artisanat),23/09/2022,0
Dupont,Nicolas,H,65,70230,Célibataire,Commerçant(e),Grands magasins et magasins populaires,17/09/2022,0
Etienne,Bernard,H,48,36100,Marié(e) sans enfant,Etudiant(e),Commerce interentreprises,14/10/2022,0
Dupuis,Alain,H,40,31510,Marié(e) sans enfant,Salarié(e) cadre,Etudes et conseil,30/09/2022,0
Poulain,André,H,61,66490,Marié(e) sans enfant,Salarié(e) non-cadre,Commerces de détail non alimentaires,26/09/2022,0
Hubert,Marcel,H,60,42220,Marié(e) avec enfant,Profession libérale,Retraite complémentaire et prévoyance,11/10/2022,0
Meunier,Philippe,H,56,56540,Célibataire,Enseignant(e),Travaux publics,28/09/2022,0
Lemoine,Paul,H,39,55300,Pacsé(e),Fonctionnaire territorial,Travaux publics,20/09/2022,0
Herve,Louis,H,27,70110,Veuf(ve),Salarié(e) non-cadre,Fédération des industries nautiques,16/10/2022,0
Garcia,Daniel,H,18,58420,Veuf(ve),Fonctionnaire d'état,Fédération des industries nautiques,30/09/2022,0
Lacroix,Claude,H,58,38390,Marié(e) sans enfant,Fonctionnaire hospitalier,Etudes et conseil,11/10/2022,0
Barthelemy,Jean,H,36,69170,Pacsé(e),Sans profession,Art (artisanat),19/09/2022,0
Dupuy,Georges,H,42,43600,Marié(e) sans enfant,Recherche d'emploi,Médicament (Les entreprises du),23/09/2022,0
Lamy,Louis,H,25,53600,Célibataire,Profession libérale,Bâtiment,25/09/2022,0
Blanchard,Michel,H,18,75020,Pacsé(e),Profession libérale,Transport et logistique,19/09/2022,0
Andre,Henri,H,64,20240,Célibataire,Fonctionnaire hospitalier,Bâtiment (artisanat),24/09/2022,0
Hamon,Nicolas,H,32,33570,Marié(e) sans enfant,Etudiant(e),Assurance,23/09/2022,0
Fontaine,Pierre,H,66,69009,Divorcé(e),Sans profession,Bâtiment,09/10/2022,0
Renaud,Marcel,H,65,75020,Marié(e) sans enfant,Sans profession,Fédération des industries nautiques,10/10/2022,0
Jacquet,Roger,H,37,31230,Pacsé(e),Etudiant(e),Edition,15/10/2022,0
Blanc,Michel,H,23,66730,Divorcé(e),Fonctionnaire d'état,Commerce à distance et e-commerce,19/09/2022,0
Brunet,René,H,42,42430,Marié(e) avec enfant,Etudiant(e),Magasins d’habillement,06/10/2022,0
Gillet,Robert,H,54,37290,Célibataire,Commerçant(e),Matériaux pour la construction et l’industrie,19/09/2022,0
Paris,Nicolas,H,52,51110,Pacsé(e),Etudiant(e),Production et services (artisanat),16/10/2022,0
Vidal,Henri,H,27,45300,Pacsé(e),Sans profession,Production et services (artisanat),06/10/2022,0
Gilbert,Bernard,H,64,37250,Célibataire,Etudiant(e),Presse,04/10/2022,0
Roy,Christian,H,52,34190,Veuf(ve),Fonctionnaire territorial,Numérique (Atlas),04/10/2022,0
Le Gall,Henri,H,34,76370,Marié(e) avec enfant,Fonctionnaire territorial,Télécommunications,13/10/2022,0
Fleury,Daniel,H,42,36100,Divorcé(e),Commerçant(e),Bâtiment (artisanat),07/10/2022,0
Leroux,Henri,H,30,72530,Pacsé(e),Retraité(e),Offices Publics de l’Habitat,27/09/2022,0
Lemaire,Philippe,H,48,76530,Marié(e) sans enfant,Agriculteur(trice),Plasturgie,24/09/2022,0
Dupuy,Robert,H,53,75020,Veuf(ve),Sans profession,Production et services (artisanat),05/10/2022,0
Morel,Roger,H,41,54620,Marié(e) avec enfant,Sans profession,Presse,02/10/2022,0
Rodriguez,René,H,70,63200,Célibataire,Agriculteur(trice),Ameublement,12/10/2022,0
Blanchard,Claude,H,49,39110,Marié(e) sans enfant,Sans profession,Ameublement,27/09/2022,0
Bertin,Michel,H,58,38410,Marié(e) avec enfant,Commerçant(e),Fédération des industries nautiques,16/10/2022,0
Rolland,Nicolas,H,66,65170,Divorcé(e),Salarié(e) non-cadre,Ingénierie (Atlas),15/10/2022,0
Chauvin,Roger,H,25,50400,Marié(e) sans enfant,Commerçant(e),Evénement,23/09/2022,0
Vasseur,Robert,H,18,20240,Marié(e) avec enfant,Commerçant(e),Bâtiment,22/09/2022,0
Dubois,Jacques,H,51,64310,Divorcé(e),Salarié(e) non-cadre,Armée de terre,08/10/2022,0
Francois,Roger,H,58,52150,Marié(e) sans enfant,Profession libérale,Bâtiment (artisanat),08/10/2022,0
Guerin,Claude,H,27,34190,Veuf(ve),Agriculteur(trice),Matériaux pour la construction et l’industrie,05/10/2022,0
Le Roux,Georges,H,32,65150,Pacsé(e),Commerçant(e),Télécommunications,09/10/2022,0
Francois,Christian,H,41,20240,Célibataire,Enseignant(e),Alimentaire (la filière),16/10/2022,0
Poulain,Daniel,H,21,60119,Marié(e) avec enfant,Fonctionnaire territorial,Production et services (artisanat),24/09/2022,0
Garnier,Jacques,H,66,36330,Marié(e) sans enfant,Recherche d'emploi,Automobile - Services,04/10/2022,0
Reynaud,Paul,H,43,24200,Marié(e) sans enfant,Fonctionnaire territorial,Evénement,18/09/2022,0
Lefebvre,André,H,49,64450,Veuf(ve),Sans profession,Commerce interentreprises,25/09/2022,0
Muller,Roger,H,56,24200,Marié(e) sans enfant,Agriculteur(trice),Commerce interentreprises,08/10/2022,0
Muller,Marcel,H,66,35500,Pacsé(e),Retraité(e),Automobile - Services,25/09/2022,0
Benoit,Marcel,H,70,20240,Marié(e) sans enfant,Fonctionnaire hospitalier,Transport et logistique,30/09/2022,0
Monnier,André,H,65,76530,Marié(e) avec enfant,Etudiant(e),Ameublement,14/10/2022,0
Durand,Pierre,H,41,76220,Divorcé(e),Agriculteur(trice),Régies de quartier,07/10/2022,0
Gautier,Claude,H,40,24200,Veuf(ve),Fonctionnaire hospitalier,Ingénierie (Atlas),24/09/2022,0
Charpentier,Michel,H,45,63200,Pacsé(e),Salarié(e) cadre,Commerce à distance et e-commerce,25/09/2022,0
Guyot,Paul,H,20,24110,Marié(e) sans enfant,Fonctionnaire territorial,Fédération des industries nautiques,21/09/2022,0
Le Gall,Louis,H,47,40180,Marié(e) sans enfant,Recherche d'emploi,Chimie (industrie),10/10/2022,0
Guillot,Roger,H,56,45290,Veuf(ve),Fonctionnaire hospitalier,Papiers et cartons (industries),08/10/2022,0
Pasquier,Bernard,H,24,39570,Marié(e) sans enfant,Fonctionnaire d'état,Bâtiment (artisanat),24/09/2022,0
Jean,Henri,H,60,77630,Célibataire,Chef(fe) d'entreprise,Travaux publics,01/10/2022,0
Gautier,André,H,41,69009,Veuf(ve),Enseignant(e),Industrie : la Fabrique de l’avenir,15/10/2022,0
Poulain,Michel,H,43,43200,Marié(e) avec enfant,Fonctionnaire d'état,Retraite complémentaire et prévoyance,22/09/2022,0
Brunet,André,H,38,41600,Marié(e) sans enfant,Profession libérale,Télécommunications,22/09/2022,0
Prevost,Roger,H,28,33380,Marié(e) avec enfant,Fonctionnaire territorial,Transport et logistique,27/09/2022,0
Roux,Jean,H,68,59780,Divorcé(e),Salarié(e) non-cadre,"Economie sociale, habitat social et protection sociale",24/09/2022,0
Faure,Henri,H,58,57190,Marié(e) sans enfant,Fonctionnaire d'état,Santé,27/09/2022,0
Lemaitre,Nicolas,H,43,52110,Marié(e) sans enfant,Fonctionnaire hospitalier,Offices Publics de l’Habitat,05/10/2022,0
Petit,Christian,H,52,62124,Célibataire,Enseignant(e),Télécommunications,13/10/2022,0
Giraud,Philippe,H,49,77510,Marié(e) avec enfant,Artisan,Santé,26/09/2022,0
Moulin,Henri,H,33,34500,Marié(e) sans enfant,Retraité(e),Agriculture,11/10/2022,0
Leroy,Jacques,H,55,48190,Célibataire,Retraité(e),"Economie sociale, habitat social et protection sociale",07/10/2022,0
Gerard,Henri,H,19,41100,Célibataire,Etudiant(e),Télécommunications,19/09/2022,0
Tessier,Roger,H,61,38470,Veuf(ve),Agriculteur(trice),Edition,28/09/2022,0
Morin,Roger,H,23,56540,Célibataire,Profession libérale,Grands magasins et magasins populaires,30/09/2022,0
Clement,Christian,H,69,68420,Pacsé(e),Etudiant(e),Alimentaire (la filière),26/09/2022,0
Hubert,Jean,H,21,22350,Veuf(ve),Agriculteur(trice),Médicament (Les entreprises du),02/10/2022,0
Meunier,Jacques,H,69,75020,Veuf(ve),Chef(fe) d'entreprise,Industrie : la Fabrique de l’avenir,10/10/2022,0
Lejeune,Nicolas,H,31,38150,Pacsé(e),Salarié(e) cadre,Mutualité,30/09/2022,0
Bernard,Philippe,H,58,69170,Marié(e) avec enfant,Agriculteur(trice),Propreté,25/09/2022,0
Henry,André,H,64,20240,Divorcé(e),Profession libérale,Grands magasins et magasins populaires,03/10/2022,0
Pichon,René,H,68,38510,Célibataire,Enseignant(e),Banque,11/10/2022,0
Fournier,André,H,42,47370,Divorcé(e),Fonctionnaire hospitalier,Presse,09/10/2022,0
Poirier,Henri,H,33,20240,Veuf(ve),Salarié(e) cadre,Evénement,05/10/2022,0
Dumont,Robert,H,67,20240,Divorcé(e),Fonctionnaire hospitalier,Travaux publics,27/09/2022,0
Lopez,Bernard,H,36,48130,Célibataire,Salarié(e) non-cadre,Art (artisanat),28/09/2022,0
Lejeune,Alain,H,31,77630,Marié(e) sans enfant,Commerçant(e),Travaux publics,11/10/2022,0
Fleury,Christian,H,50,44360,Marié(e) avec enfant,Recherche d'emploi,Transport et logistique,29/09/2022,0
Breton,Alain,H,33,68320,Marié(e) sans enfant,Commerçant(e),Presse,09/10/2022,0
Guillot,Philippe,H,60,42430,Marié(e) avec enfant,Fonctionnaire d'état,Assurance,06/10/2022,0
Legrand,Jacques,H,62,68250,Célibataire,Enseignant(e),Commerce à distance et e-commerce,09/10/2022,0
Cousin,Nicolas,H,43,48800,Marié(e) avec enfant,Salarié(e) cadre,Automobile - Services,11/10/2022,0
Bouchet,Georges,H,18,64450,Divorcé(e),Sans profession,Armée de terre,19/09/2022,0
Lebrun,Philippe,H,69,61000,Veuf(ve),Retraité(e),Bâtiment (artisanat),03/10/2022,0
Olivier,Daniel,H,59,32140,Marié(e) sans enfant,Salarié(e) cadre,Commerce interentreprises,07/10/2022,0
Carlier,Louis,H,19,63330,Veuf(ve),Commerçant(e),Ameublement,16/10/2022,0
Nicolas,Jean,H,69,60310,Veuf(ve),Profession libérale,Textile,19/09/2022,0
Richard,Robert,H,61,48190,Célibataire,Fonctionnaire hospitalier,"Economie sociale, habitat social et protection sociale",11/10/2022,0
Barbier,Roger,H,58,74140,Marié(e) sans enfant,Enseignant(e),Papiers et cartons (industries),06/10/2022,0
Tessier,Nicolas,H,48,49220,Marié(e) avec enfant,Salarié(e) non-cadre,"Economie sociale, habitat social et protection sociale",19/09/2022,0
